"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-05-01 ~ 2026-05-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2502","인천광역시 제물포구 송림동","142-2","0142","0002","고려빌라","41.0100","27.2800","202605","22","10,000","-1","개인","개인","1992","솔빛로73번길 22","-","중개거래","인천 서해구","26.05.22"
"2503","인천광역시 영종구 운남동","146-2","0146","0002","청도빌리지A동","65.0700","83.9900","202605","22","7,500","3","개인","개인","2003","운중로48번길 24","-","중개거래","인천 영종구","-"
"2504","인천광역시 제물포구 율목동","247-25","0247","0025","반석빌라2차","38.3400","15.0400","202605","22","4,000","4","개인","개인","1994","율목로8번길 10","-","중개거래","인천 제물포구","26.05.27"
"2505","인천광역시 제물포구 화수동","35-38","0035","0038","바우빌라","39.2000","13.7052","202605","22","9,000","3","개인","법인","2002","화수로 77-8","-","중개거래","인천 제물포구","26.05.27"
"2506","경기도 성남시 중원구 상대원동","1498","1498","0000","용은그린빌라","59.4400","27.5310","202605","22","44,500","1","개인","개인","1995","박석로41번길 15","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","-"
"2507","전남광주통합특별시 화순군 화순읍 만연리","32-1","0032","0001","낙원주택","83.6200","72.6600","202605","21","5,950","1","공공기관","기타","1991","천변좌길 82","-","직거래","-","26.05.28"
"2508","전남광주통합특별시 목포시 용해동","954-137","0954","0137","미래빌라(954-137)","49.0300","45.5000","202605","21","1,650","2","개인","개인","1989","입암천북로10번길 16","-","직거래","-","26.06.04"
"2509","인천광역시 검단구 왕길동","661-15","0661","0015","타워팰리스3차","69.8500","41.4700","202605","21","13,200","4","개인","개인","2015","완정로165번길 36","-","직거래","-","26.05.22"
"2510","인천광역시 서해구 가정동","522-32","0522","0032","한국빌라103.104동","45.8100","26.8800","202605","21","13,000","4","개인","법인","1995","원창로240번길 21","-","직거래","-","26.05.26"
"2511","인천광역시 서해구 검암동","683-6","0683","0006","이레케슬","47.1500","27.7930","202605","21","14,000","4","개인","개인","2015","승학로373번길 10","-","직거래","-","26.05.22"
"2512","인천광역시 제물포구 송월동1가","4-22","0004","0022","선경빌라다동","35.4900","12.4000","202605","21","5,900","4","개인","개인","1995","참외전로39번길 11","-","중개거래","인천 남동구, 인천 미추홀구","26.06.22"
"2513","경기도 오산시 오산동","613-5","0613","0005","대길주택","21.1300","19.9600","202605","21","3,750","3","개인","개인","2009","성호대로 27-1","-","중개거래","경기 오산시","26.06.24"
"2514","대구광역시 동구 신천동","476","0476","0000","동산","66.7400","31.0700","202605","21","12,700","1","개인","개인","1981","화랑로 55","-","중개거래","대구 동구","26.06.25"
"2515","경기도 부천시 오정구 원종동","282-22","0282","0022","진흥빌라22동","47.0400","45.6100","202605","21","15,000","2","개인","개인","1991","소사로742번길 10-1","-","중개거래","경기 부천시 오정구","26.06.24"
"2516","서울특별시 서초구 방배동","862-21","0862","0021","방배로얄","46.8000","35.2100","202605","21","100,000","2","개인","개인","1988","방배중앙로13길 48-4","-","중개거래","서울 서초구","26.06.24"
"2517","부산광역시 해운대구 반여동","1595-16","1595","0016","수안빌라","45.0600","13.9200","202605","21","2,200","1","개인","개인","1995","재반로242번길 29-50","-","중개거래","부산 해운대구","26.06.22"
"2518","서울특별시 은평구 역촌동","22-61","0022","0061","이코노샤인빌","41.7200","19.5400","202605","21","19,700","1","개인","개인","2002","연서로6길 3","-","중개거래","서울 은평구","26.06.23"
"2519","제주특별자치도 제주시 도련일동","1733","1733","0000","도련별장빌라","74.2500","58.2500","202605","21","16,400","3","개인","개인","1999","삼봉로 133-3","-","중개거래","제주 제주시","26.06.24"
"2520","서울특별시 서대문구 홍은동","265-102","0265","0102","트라움펠리스","41.3900","33.3200","202605","21","29,500","2","개인","개인","2014","연희로39길 54","-","중개거래","인천 부평구","26.06.23"
"2521","서울특별시 강서구 화곡동","1046-1","1046","0001","동양하우징","40.7900","23.8000","202605","21","44,900","5","개인","개인","2016","화곡로15길 54","-","중개거래","서울 강서구","26.06.23"
"2522","강원특별자치도 속초시 교동","799-32","0799","0032","거산빌라2차","59.2800","49.0000","202605","21","9,700","3","개인","개인","1993","만리공원길 49","-","직거래","-","26.06.22"
"2523","강원특별자치도 동해시 천곡동","966-11","0966","0011","광명골드","57.2000","30.2400","202605","21","4,700","4","개인","개인","1998","감추1길 10-1","-","중개거래","강원 동해시","26.06.22"
"2524","경상남도 산청군 금서면 매촌리","185-9","0185","0009","스위트캐슬Ⅱ","31.7225","36.4719","202605","21","12,500","5","개인","개인","2021","친환경로2515번길 24-29","-","직거래","-","26.06.22"
"2525","서울특별시 중랑구 면목동","1238","1238","0000","도형빌라","51.3800","38.3750","202605","21","48,500","2","개인","개인","1991","면목로84나길 3-8","-","중개거래","서울 중랑구","26.06.22"
"2526","서울특별시 강남구 일원동","667-2","0667","0002","서광빌라","38.9600","33.0167","202605","21","89,000","2","개인","개인","1986","양재대로41길 11","-","중개거래","서울 강남구","-"
"2527","서울특별시 강동구 암사동","492-32","0492","0032","제이제이파크","27.4900","17.3700","202605","21","34,200","2","개인","개인","2019","상암로17길 47","-","중개거래","서울 강동구","-"
"2528","경기도 의정부시 가능동","608-7","0608","0007","우성팰리스","58.7500","32.2542","202605","21","20,000","3","개인","개인","2017","의정로202번길 32","-","중개거래","경기 의정부시","26.06.18"
"2529","인천광역시 미추홀구 숭의동","339-14","0339","0014","스타뷰","84.5400","12.0200","202605","21","23,000","14","개인","개인","2016","인주대로35번길 36-14","-","중개거래","인천 미추홀구","26.06.12"
"2530","서울특별시 은평구 응암동","589-8","0589","0008","일신주택","25.6200","8.5161","202605","21","24,500","8","개인","개인","2011","가좌로 239-7","-","중개거래","서울 은평구","26.06.17"
"2531","경기도 고양시 덕양구 토당동","885-12","0885","0012","홍현빌라3동","50.1600","41.5000","202605","21","37,400","1","개인","개인","1991","지도로14번길 19","-","중개거래","경기 고양시 덕양구","26.06.17"
"2532","서울특별시 중랑구 중화동","332-39","0332","0039","신우리빌","29.8800","19.2300","202605","21","31,000","2","개인","개인","2017","동일로139길 64","-","중개거래","서울 중랑구","-"
"2533","서울특별시 강동구 암사동","500-14","0500","0014","LaForet","38.6500","15.6000","202605","21","50,700","7","개인","법인","2023","고덕로8길 55","-","직거래","-","-"
"2534","서울특별시 영등포구 당산동1가","256-99","0256","0099","성운빌","28.4500","15.0180","202605","21","44,500","4","개인","법인","2022","당산로16길 24-12","-","중개거래","서울 영등포구","-"
"2535","서울특별시 서대문구 창천동","501-11","0501","0011","프릭스빌","28.1850","18.3500","202605","21","50,500","4","개인","개인","2022","신촌로3나길 24","-","중개거래","서울 서대문구","-"
"2536","서울특별시 동작구 사당동","52-6","0052","0006","수목빌(52-6)","45.5500","39.6000","202605","21","47,500","4","개인","기타","2020","동작대로35차길 18","-","중개거래","서울 동작구","26.06.12"
"2537","충청북도 제천시 송학면 도화리","909-1","0909","0001","의림지","67.3150","97.6700","202605","21","7,100","2","개인","개인","2014","도화로3길 9","-","중개거래","충북 제천시","26.06.15"
"2538","경기도 광주시 회덕동","238-1","0238","0001","주원타운(123동)","52.3200","58.6204","202605","21","15,000","1","개인","개인","2013","회덕길 19-40","-","중개거래","경기 광주시, 경기 성남시 중원구","26.06.15"
"2539","인천광역시 계양구 동양동","622-3","0622","0003","이지하임빌","44.4100","34.1700","202605","21","9,800","5","개인","개인","2014","순평길 28","-","중개거래","인천 계양구","26.06.15"
"2540","서울특별시 은평구 갈현동","275-5","0275","0005","(275-5)","51.1200","40.4600","202605","21","17,800","-1","개인","개인","1986","갈현로33가길 8","-","중개거래","서울 은평구","26.06.12"
"2541","부산광역시 부산진구 개금동","527-51","0527","0051","세광빌라","61.4530","28.0000","202605","21","6,000","5","개인","개인","2001","복지로8번길 56","-","중개거래","부산 부산진구","26.06.15"
"2542","경기도 성남시 수정구 태평동","3307-147","3307","0147","유한빌리지","59.9400","34.1200","202605","21","38,500","1","개인","개인","2002","남문로94번길 17-6","-","중개거래","경기 성남시 수정구","26.06.11"
"2543","충청남도 홍성군 홍성읍 오관리","728","0728","0000","조은빌","35.1900","21.4600","202605","21","2,001","2","개인","법인","2015","월계천길 165-21","-","직거래","-","26.06.11"
"2544","서울특별시 중랑구 상봉동","239","0239","0000","동일아트빌라","40.0500","25.8400","202605","21","22,000","1","개인","개인","1991","상봉중앙로8길 21","-","중개거래","서울 중랑구","-"
"2545","경기도 용인시 처인구 포곡읍 둔전리","223-13","0223","0013","힐튼하임(나동)","47.5700","36.0900","202605","21","13,100","2","개인","개인","2013","포곡로141번길 37-1","-","중개거래","경기 용인시 처인구","26.06.08"
"2546","부산광역시 금정구 부곡동","226-14","0226","0014","리치하우스","71.2600","31.6790","202605","21","20,800","3","개인","개인","2015","무학송로 49","-","중개거래","부산 금정구","26.06.10"
"2547","경상북도 영주시 가흥동","1652-1","1652","0001","더해밀102동","69.9150","63.3500","202605","21","17,200","2","개인","개인","2013","대학로240번길 27-19","-","중개거래","경북 영주시","26.06.12"
"2548","경기도 수원시 권선구 탑동","758-10","0758","0010","청실아트빌C동","58.7000","31.3350","202605","21","12,900","3","개인","개인","2003","탑동로58번길 29","20260616","중개거래","경기 수원시 권선구","-"
"2549","강원특별자치도 평창군 대관령면 횡계리","267-2","0267","0002","용평로하스힐스A동","165.1100","556.1666","202605","21","35,000","1","법인","개인","2006","돌뱅이길 21-18","-","직거래","-","26.06.11"
"2550","서울특별시 동작구 사당동","64-17","0064","0017","법성빌라(64-17)","56.2400","50.4640","202605","21","98,000","4","개인","개인","2008","동작대로33바길 36","-","중개거래","서울 동작구, 서울 서초구","-"
"2551","서울특별시 도봉구 방학동","599-4","0599","0004","예다음","46.0250","36.2220","202605","21","31,000","3","개인","개인","2015","시루봉로23길 17","-","중개거래","서울 도봉구","-"
"2552","경기도 성남시 중원구 은행동","878-1","0878","0001","평화로얄빌라","39.7400","10.6000","202605","21","15,000","3","개인","개인","1992","은이로47번길 16-1","-","중개거래","경기 성남시 중원구","-"
"2553","서울특별시 동작구 상도동","299-17","0299","0017","우현캐슬","33.4800","22.1600","202605","21","50,000","2","개인","개인","2013","국사봉12길 8-1","-","중개거래","서울 동작구","-"
"2554","경기도 고양시 덕양구 내유동","289-6","0289","0006","미래아트빌A동","61.7000","70.2500","202605","21","29,800","4","개인","개인","2020","통일로1108번길 78","-","중개거래","서울 은평구","-"
"2555","서울특별시 중랑구 중화동","332-39","0332","0039","신우리빌","29.8300","19.2100","202605","21","31,000","2","개인","개인","2017","동일로139길 64","-","중개거래","서울 중랑구","-"
"2556","서울특별시 강서구 등촌동","365-211","0365","0211","이가채(365-211)","29.9100","19.0722","202605","21","25,000","1","개인","개인","2015","공항대로58나길 38","-","중개거래","서울 강서구","26.06.10"
"2557","인천광역시 연수구 청학동","98-7","0098","0007","솔비치","67.9966","53.5161","202605","21","14,000","4","개인","개인","2010","솔샘로134번길 5","-","중개거래","인천 연수구","26.06.10"
"2558","강원특별자치도 동해시 단봉동","98-2","0098","0002","두정비바빌","70.3950","42.0044","202605","21","14,000","6","개인","개인","2017","구미택지1길 67","-","직거래","-","26.06.11"
"2559","인천광역시 부평구 산곡동","325-65","0325","0065","쌍성주택(다동)","39.6150","26.7900","202605","21","12,900","-1","개인","법인","1996","화랑북로 29-8","-","중개거래","인천 부평구","26.06.11"
"2560","서울특별시 강동구 천호동","321-56","0321","0056","에코빌","22.4400","16.5300","202605","21","28,700","4","개인","개인","2010","천중로3길 32","-","중개거래","서울 강동구","26.06.11"
"2561","인천광역시 남동구 구월동","1264-4","1264","0004","흥일빌라(2동)","46.0050","35.0500","202605","21","8,200","1","개인","개인","1991","구월로266번길 14","-","중개거래","인천 남동구","26.06.10"
"2562","서울특별시 강동구 천호동","322-36","0322","0036","파크뷰","18.1000","9.2700","202605","21","30,000","3","개인","개인","2021","올림픽로 733","-","중개거래","서울 강동구","26.06.09"
"2563","경기도 고양시 덕양구 고양동","270-13","0270","0013","미래하이츠빌라A동","36.5800","25.7500","202605","21","4,500","3","개인","개인","1990","대양로285번길 16","-","중개거래","경기 고양시 덕양구","-"
"2564","경기도 용인시 처인구 역북동","427-7","0427","0007","유성빌라","56.7900","53.1917","202605","21","16,000","1","개인","개인","1985","중부대로1313번길 6","-","중개거래","경기 용인시 처인구","-"
"2565","서울특별시 동작구 사당동","52-6","0052","0006","수목빌(52-6)","45.5500","39.6000","202605","21","47,500","4","개인","개인","2020","동작대로35차길 18","20260611","중개거래","서울 동작구","-"
"2566","부산광역시 사상구 감전동","254","0254","0000","진원하이빌4차","75.6600","35.9610","202605","21","11,000","3","개인","개인","2004","백양대로547번길 71","-","중개거래","부산 사상구","26.06.09"
"2567","경기도 파주시 금촌동","469-3","0469","0003","(469-3)","63.7600","45.0700","202605","21","23,000","4","개인","개인","2022","강천길 80","-","직거래","-","-"
"2568","울산광역시 중구 서동","207","0207","0000","진양빌라(A,B)","48.4800","42.9167","202605","21","5,900","1","개인","개인","1991","병영성9안길 10","20260610","중개거래","울산 중구","-"
"2569","경기도 성남시 수정구 태평동","3307-147","3307","0147","유한빌리지","59.9400","34.1200","202605","21","38,500","1","개인","개인","2002","남문로94번길 17-6","20260611","중개거래","경기 성남시 수정구","-"
"2570","서울특별시 은평구 불광동","90-55","0090","0055","골든팰리스(90-55)","29.5900","21.3900","202605","21","36,000","3","개인","개인","2023","연서로 333-9","-","중개거래","서울 은평구","-"
"2571","강원특별자치도 화천군 하남면 용암리","1138","1138","0000","화천산수화연립","38.0185","78.7050","202605","21","7,400","2","개인","개인","2008","춘화로 3268-5","-","중개거래","강원 화천군","26.06.09"
"2572","서울특별시 구로구 개봉동","309-13","0309","0013","청림빌(309-13)","57.1600","33.0600","202605","21","24,800","4","개인","개인","2012","서해안로34가길 37","-","중개거래","서울 구로구","-"
"2573","경기도 수원시 권선구 세류동","870-42","0870","0042","에이스","55.4300","41.0500","202605","21","22,200","2","개인","개인","2021","세권로108번길 9","-","중개거래","경기 수원시 권선구","26.05.22"
"2574","충청북도 충주시 안림동","410-5","0410","0005","남산그린캐슬","149.3100","206.5400","202605","21","37,500","4","개인","개인","2006","샘골길 43","-","직거래","-","-"
"2575","경기도 동두천시 생연동","678-26","0678","0026","광명(678-26)","64.8000","59.3362","202605","21","9,400","3","개인","개인","1983","중앙로246번길 36","-","중개거래","경기 부천시 소사구","-"
"2576","서울특별시 송파구 방이동","155-18","0155","0018","파크하우스(155-18)","59.8900","29.9600","202605","21","45,000","1","개인","개인","2012","백제고분로50길 30-20","-","중개거래","서울 송파구","-"
"2577","충청북도 청주시 서원구 죽림동","136-3","0136","0003","그린하우스","59.0300","81.3750","202605","21","14,000","4","개인","개인","2013","대림로421번길 95-14","-","직거래","-","26.06.05"
"2578","서울특별시 동작구 사당동","235-78","0235","0078","화원빌라A","47.4000","32.0300","202605","21","40,750","2","개인","개인","1986","사당로8길 56","-","중개거래","서울 동작구","-"
"2579","서울특별시 은평구 대조동","212-18","0212","0018","타미에코빌","50.8200","35.3520","202605","21","40,000","5","개인","개인","2014","연서로18길 9-19","-","중개거래","서울 은평구","-"
"2580","충청북도 충주시 안림동","410-5","0410","0005","남산그린캐슬","149.3100","206.5400","202605","21","37,500","4","개인","개인","2006","샘골길 43","20260610","직거래","-","-"
"2581","부산광역시 동래구 명장동","339-1","0339","0001","이화녹원","84.1500","78.4100","202605","21","14,000","2","개인","개인","1984","명장로63번길 114","-","중개거래","부산 동래구","-"
"2582","경상북도 포항시 북구 우현동","554","0554","0000","우현더힐","110.8762","270.9199","202605","21","42,000","3","개인","개인","2020","우창로 101","-","중개거래","경북 포항시 북구","-"
"2583","경기도 성남시 중원구 하대원동","159-6","0159","0006","성원빌라","41.4000","31.2000","202605","21","12,000","-1","개인","개인","1992","마지로163번길 27-5","-","중개거래","경기 성남시 중원구","-"
"2584","서울특별시 강서구 화곡동","350-18","0350","0018","황보아트빌","41.5050","25.5240","202605","21","29,800","5","개인","개인","2016","강서로17가길 15-10","-","중개거래","서울 강서구","-"
"2585","서울특별시 광진구 중곡동","194-70","0194","0070","수플러스","28.6300","18.5200","202605","21","34,000","3","개인","개인","2017","용마산로31길 12-3","-","중개거래","서울 광진구","-"
"2586","서울특별시 송파구 마천동","359-1","0359","0001","한미타운","54.6800","27.1600","202605","21","118,000","1","개인","개인","1992","성내천로39길 25","-","중개거래","서울 송파구","-"
"2587","서울특별시 금천구 독산동","896-16","0896","0016","태영아트빌","61.6400","32.5300","202605","21","31,000","4","개인","개인","2002","문성로3가길 8","-","중개거래","서울 금천구","-"
"2588","경기도 광주시 송정동","624-7","0624","0007","휴림","64.3600","41.4600","202605","21","33,000","3","개인","개인","2025","송정5길 30","-","직거래","-","-"
"2589","경기도 성남시 수정구 신흥동","78-1","0078","0001","신원빌리지(106동)","59.7900","31.7000","202605","21","28,000","1","개인","개인","1996","수정로251번길 28","-","중개거래","경기 성남시 수정구","-"
"2590","서울특별시 성북구 정릉동","170-34","0170","0034","정릉그린빌리지(170-34)","82.5000","43.4800","202605","21","18,900","-1","개인","개인","1995","서경로 23","-","직거래","-","26.06.04"
"2591","서울특별시 광진구 자양동","56-9","0056","0009","(56-9)","46.2500","19.2607","202605","21","157,000","3","개인","개인","2002","능동로3길 66-17","-","중개거래","서울 광진구","26.06.02"
"2592","인천광역시 강화군 강화읍 관청리","933-5","0933","0005","신태양그린빌라","75.9600","110.9375","202605","21","9,500","1","개인","개인","2003","송악길 49","-","중개거래","인천 강화군","26.06.04"
"2593","대전광역시 서구 탄방동","86-21","0086","0021","대영빌라(나동)","41.4600","37.4600","202605","21","6,000","3","개인","개인","1989","탄방로 76-1","-","중개거래","대전 서구","26.05.29"
"2594","서울특별시 은평구 불광동","391-222","0391","0222","HS펠리스","69.1700","32.2500","202605","21","45,000","2","개인","개인","2008","통일로88길 13-15","-","중개거래","서울 마포구, 서울 은평구","-"
"2595","경기도 용인시 처인구 김량장동","186-2","0186","0002","더이끌림","50.1600","39.5760","202605","21","18,500","2","개인","개인","2020","학산로67번길 21","-","중개거래","경기 용인시 처인구","-"
"2596","경기도 구리시 수택동","698-1","0698","0001","은진","63.0000","43.3333","202605","21","44,300","1","개인","개인","1987","이문안로113번길 6-23","-","중개거래","경기 구리시","26.06.02"
"2597","울산광역시 중구 반구동","592-21","0592","0021","우남빌라3차E","66.1200","37.0300","202605","21","10,800","3","개인","법인","1991","내황1길 25-7","-","중개거래","울산 남구, 울산 중구","26.06.02"
"2598","서울특별시 송파구 문정동","10-3","0010","0003","(10-3)","57.6000","34.2900","202605","21","35,500","3","개인","개인","2004","동남로8길 25-18","-","중개거래","서울 강동구","-"
"2599","경기도 안양시 만안구 안양동","837-6","0837","0006","우영채움빌","43.4825","26.3916","202605","21","23,700","6","개인","개인","2012","안양로 389-1","-","중개거래","경기 안양시 만안구","-"
"2600","경기도 성남시 중원구 은행동","1455","1455","0000","일출빌라","56.6500","14.8270","202605","21","24,000","3","개인","개인","1994","은이로16번길 1","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","-"
"2601","서울특별시 중랑구 면목동","653-3","0653","0003","산들마을","33.3300","20.9700","202605","21","38,000","4","개인","개인","2019","사가정로46길 21-14","-","중개거래","서울 중랑구","-"
"2602","서울특별시 관악구 봉천동","41-96","0041","0096","대동빌라","41.0200","26.5000","202605","21","12,000","-1","개인","개인","1989","은천로39길 93","-","중개거래","서울 관악구","26.06.02"
"2603","경기도 광주시 삼동","164","0164","0000","청송주택A동","76.5700","77.2350","202605","21","15,900","4","개인","개인","1997","삼지곡길34번길 9","-","중개거래","경기 광주시","-"
"2604","경기도 시흥시 정왕동","2022-11","2022","0011","정왕쉐르빌1차","63.2100","30.5900","202605","21","11,000","3","개인","개인","2002","오이도2길 19","-","직거래","-","26.06.01"
"2605","경기도 부천시 소사구 심곡본동","575-6","0575","0006","대현빌1동","40.1900","22.8400","202605","21","21,400","4","개인","개인","2017","심곡로22번길 28","-","중개거래","경기 부천시 소사구","-"
"2606","경기도 고양시 덕양구 토당동","48-39","0048","0039","대일2동","36.0300","24.4900","202605","21","30,600","2","개인","개인","1989","토당로104번길 94","-","중개거래","경기 고양시 덕양구","26.05.29"
"2607","서울특별시 은평구 신사동","300-22","0300","0022","스카이하우스","25.9800","23.7500","202605","21","24,500","1","개인","개인","2019","은평터널로5길 20-3","-","중개거래","서울 은평구","26.05.28"
"2608","서울특별시 광진구 구의동","70-18","0070","0018","구의동원데자뷰","29.4700","17.3200","202605","21","38,700","5","개인","법인","2021","천호대로134길 56","-","중개거래","서울 광진구","-"
"2609","경기도 의정부시 의정부동","6-47","0006","0047","남우팰리스","64.6000","35.5000","202605","21","20,000","5","개인","개인","2014","태평로156번길 13","-","중개거래","경기 의정부시","-"
"2610","서울특별시 송파구 방이동","162-1","0162","0001","신동화빌라","58.5000","31.9000","202605","21","25,000","-1","개인","개인","1994","위례성대로10길 23","-","직거래","-","26.07.13"
"2611","서울특별시 양천구 목동","523-17","0523","0017","세교예지안3차","33.9000","27.3500","202605","21","63,000","5","개인","개인","2015","목동중앙북로22길 14-11","-","중개거래","서울 양천구","26.05.29"
"2612","경기도 이천시 안흥동","129-3","0129","0003","까사펠리스(제1동)","57.0800","65.7500","202605","21","15,000","1","개인","개인","2016","증신로 22-38","-","직거래","-","26.05.29"
"2613","경기도 동두천시 광암동","203-12","0203","0012","가온파크빌A동","54.0400","47.8700","202605","21","6,100","2","개인","개인","2009","쇠목길26번길 40","-","중개거래","경기 의정부시","26.05.29"
"2614","부산광역시 부산진구 개금동","633-50","0633","0050","국민(633-50)","39.6700","62.3800","202605","21","3,500","1","개인","개인","1974","진사로 71","-","중개거래","부산 부산진구","26.05.29"
"2615","경기도 수원시 장안구 영화동","433-1","0433","0001","(433-1)","48.0400","34.7984","202605","21","27,700","2","개인","개인","2024","팔달로237번길 36-8","-","중개거래","경기 수원시 장안구","26.05.29"
"2616","경기도 용인시 처인구 모현읍 왕산리","477","0477","0000","현대하이츠빌라2차(B동)","77.4000","55.6700","202605","21","9,600","2","개인","개인","1996","백옥대로2366번길 10-17","-","중개거래","경기 광주시, 경기 용인시 처인구","26.05.26"
"2617","서울특별시 서초구 반포동","715-19","0715","0019","세종빌리지5차","25.4000","15.5400","202605","21","55,000","4","개인","개인","2011","주흥11길 27","-","중개거래","서울 서초구","26.05.29"
"2618","서울특별시 용산구 효창동","5-676","0005","0676","(5-676)","29.2000","21.4510","202605","21","60,000","3","개인","개인","2018","백범로79길 77","-","중개거래","서울 용산구","26.05.29"
"2619","경기도 부천시 오정구 원종동","293-3","0293","0003","하나타운106동","41.1000","25.5700","202605","21","12,750","3","개인","개인","2002","원종로85번길 13","-","중개거래","경기 부천시 오정구","-"
"2620","서울특별시 마포구 신수동","62-87","0062","0087","(62-87)","20.8000","13.1600","202605","21","62,000","3","개인","개인","2003","대흥로11안길 15","-","중개거래","서울 마포구","-"
"2621","서울특별시 양천구 신월동","481-29","0481","0029","영화빌라","61.1700","33.0100","202605","21","27,500","2","개인","개인","1993","오목로15길 21","-","중개거래","서울 양천구","-"
"2622","경기도 수원시 팔달구 화서동","118-12","0118","0012","디자인하우스B","56.0900","36.3499","202605","21","24,800","2","개인","개인","2017","팔달로127번길 88","-","중개거래","경기 수원시 팔달구","-"
"2623","서울특별시 동대문구 용두동","39-624","0039","0624","탑스하우징","27.3700","18.5600","202605","21","60,000","5","개인","개인","2020","천호대로39길 46","-","중개거래","서울 동대문구","-"
"2624","경기도 안산시 상록구 수암동","467-2","0467","0002","예건숲속정원","56.6150","26.8030","202605","21","26,800","4","개인","개인","2020","원당골1길 23-5","-","중개거래","경기 안산시 상록구","-"
"2625","서울특별시 중랑구 상봉동","103-4","0103","0004","라엘103","30.5400","9.4700","202605","21","32,000","8","개인","법인","2022","봉우재로33길 55-6","-","직거래","-","-"
"2626","경기도 구리시 교문동","768","0768","0000","삼용주택","67.8600","88.2200","202605","21","59,000","4","개인","개인","1994","체육관로 94","-","중개거래","경기 구리시","-"
"2627","대구광역시 북구 침산동","1409-6","1409","0006","삼선(1409-6)","74.9500","37.7500","202605","21","10,900","4","개인","법인","2002","침산남로7길 56-1","-","중개거래","대구 서구","-"
"2628","경기도 구리시 인창동","715","0715","0000","클레시움더테라스하우스","60.4189","47.5968","202605","21","39,800","3","개인","개인","2017","동구릉로200번길 90","-","중개거래","경기 구리시","-"
"2629","서울특별시 성북구 길음동","1084","1084","0000","(1084)","72.7300","42.7828","202605","21","86,000","1","개인","개인","1989","삼양로4길 6","-","중개거래","서울 성북구","-"
"2630","서울특별시 강남구 삼성동","102-4","0102","0004","금향빌라","131.6700","101.9490","202605","21","319,000","2","개인","개인","1993","봉은사로109길 18","-","중개거래","서울 강남구","-"
"2631","서울특별시 은평구 진관동","9","0009","0000","은평지웰테라스","84.3116","97.7294","202605","21","78,300","2","개인","개인","2017","진관4로 78-38","-","중개거래","서울 은평구","-"
"2632","경기도 부천시 소사구 심곡본동","647-14","0647","0014","동서파크뷰","48.2000","27.5736","202605","21","23,500","5","개인","개인","2015","심곡로39번길 34-5","-","중개거래","경기 부천시 소사구","-"
"2633","경기도 의정부시 의정부동","6-47","0006","0047","남우팰리스","64.6000","35.5000","202605","21","20,000","5","개인","개인","2014","태평로156번길 13","20260521","직거래","-","-"
"2634","충청남도 논산시 연무읍 황화정리","1237-24","1237","0024","동도빌라","40.2400","77.4200","202605","21","800","1","개인","개인","1991","금곡2길 36-35","-","직거래","-","26.05.29"
"2635","인천광역시 미추홀구 주안동","18-93","0018","0093","로얄빌라","43.3200","24.8210","202605","21","9,500","4","개인","법인","1994","석정로433번길 43-47","-","직거래","-","26.05.28"
"2636","인천광역시 남동구 구월동","1264-4","1264","0004","흥일빌라(2동)","46.0050","35.0500","202605","21","8,000","2","개인","개인","1991","구월로266번길 14","-","중개거래","인천 남동구","26.05.28"
"2637","서울특별시 양천구 목동","523-26","0523","0026","낙원빌라","41.0900","21.0000","202605","21","42,900","2","개인","개인","1994","목동중앙북로24길 48","-","중개거래","서울 양천구","26.05.28"
"2638","서울특별시 관악구 신림동","570-24","0570","0024","행복타운","58.1000","31.4100","202605","21","27,000","5","개인","개인","2008","조원로12길 68","-","중개거래","서울 영등포구","26.05.27"
"2639","대구광역시 서구 비산동","1838-1","1838","0001","명보맨션(1838-1)","63.9000","55.6500","202605","21","11,000","2","개인","개인","1979","서대구로61길 3","-","직거래","-","26.05.26"
"2640","서울특별시 중구 신당동","432-2041","0432","2041","진화빌라","59.9000","22.0100","202605","21","36,700","1","개인","개인","2000","동호로11바길 36","-","중개거래","서울 중구","26.05.27"
"2641","인천광역시 미추홀구 도화동","526-1","0526","0001","현창빌리지","42.8400","23.9090","202605","21","7,000","4","개인","법인","2010","수봉로171번길 40","-","직거래","-","26.05.26"
